,cell line,test,material,source,organism,cell type,morphology,tissue,disease,time (hr),concentration (ug/ml),viability (%),Hydrodynamic diameter (nm),Zeta potential (mV),mcd,electronegativity,rox,radii,Valance_electron,amw,lipinskiHBA,lipinskiHBD,NumRotatableBonds,CrippenClogP,chi0v,chi1v,chi2v,hallKierAlpha,kappa1
237,SKOV-3,MTT,Ag,additional,Human,Human,epithelial,ovary,Adenocarcinoma,72,10,45.85,24.1,-14.8,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
238,SKOV-3,MTT,Ag,additional,Human,Human,epithelial,ovary,Adenocarcinoma,72,20,33.82,24.1,-14.8,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
239,SKOV-3,MTT,Ag,additional,Human,Human,epithelial,ovary,Adenocarcinoma,48,0,99.26910299,28.78,-16.9,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
240,SKOV-3,MTT,Ag,additional,Human,Human,epithelial,ovary,Adenocarcinoma,48,25,73.75415282,28.78,-16.9,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
241,SKOV-3,MTT,Ag,additional,Human,Human,epithelial,ovary,Adenocarcinoma,48,50,72.95681063,28.78,-16.9,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
242,SKOV-3,MTT,Ag,additional,Human,Human,epithelial,ovary,Adenocarcinoma,48,100,64.9833887,28.78,-16.9,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
243,SKOV-3,MTT,Ag,additional,Human,Human,epithelial,ovary,Adenocarcinoma,48,200,24.31893688,28.78,-16.9,0,1.93,0.7996,1.6,11,107.868,0,0,0,-0.0025,1.78376517,0,0,0.74025974,1.74025974
244,VERO,MTS,Au,additional,monkey,Animal,epithelial,kidney,Normal,24,0,100.6369427,36.75,-16.93,0,2.54,1.692,1.35,11,196.967,0,0,0,-0.0025,2.46797672,0,0,0.74025974,1.74025974
245,VERO,MTS,Au,additional,monkey,Animal,epithelial,kidney,Normal,24,50,101.1464968,36.75,-16.93,0,2.54,1.692,1.35,11,196.967,0,0,0,-0.0025,2.46797672,0,0,0.74025974,1.74025974
246,VERO,MTS,Au,additional,monkey,Animal,epithelial,kidney,Normal,24,100,98.59872611,36.75,-16.93,0,2.54,1.692,1.35,11,196.967,0,0,0,-0.0025,2.46797672,0,0,0.74025974,1.74025974
247,VERO,MTS,Au,additional,monkey,Animal,epithelial,kidney,Normal,24,200,96.68789809,36.75,-16.93,0,2.54,1.692,1.35,11,196.967,0,0,0,-0.0025,2.46797672,0,0,0.74025974,1.74025974
248,VERO,MTS,Au,additional,monkey,Animal,epithelial,kidney,Normal,24,400,96.17834395,36.75,-16.93,0,2.54,1.692,1.35,11,196.967,0,0,0,-0.0025,2.46797672,0,0,0.74025974,1.74025974
249,VERO,MTS,Au,additional,monkey,Animal,epithelial,kidney,Normal,48,0,100.7643312,36.75,-16.93,0,2.54,1.692,1.35,11,196.967,0,0,0,-0.0025,2.46797672,0,0,0.74025974,1.74025974
250,VERO,MTS,Au,additional,monkey,Animal,epithelial,kidney,Normal,48,50,96.17834395,36.75,-16.93,0,2.54,1.692,1.35,11,196.967,0,0,0,-0.0025,2.46797672,0,0,0.74025974,1.74025974
251,VERO,MTS,Au,additional,monkey,Animal,epithelial,kidney,Normal,48,100,98.59872611,36.75,-16.93,0,2.54,1.692,1.35,11,196.967,0,0,0,-0.0025,2.46797672,0,0,0.74025974,1.74025974
252,VERO,MTS,Au,additional,monkey,Animal,epithelial,kidney,Normal,48,200,96.30573248,36.75,-16.93,0,2.54,1.692,1.35,11,196.967,0,0,0,-0.0025,2.46797672,0,0,0.74025974,1.74025974
253,VERO,MTS,Au,additional,monkey,Animal,epithelial,kidney,Normal,48,400,94.52229299,36.75,-16.93,0,2.54,1.692,1.35,11,196.967,0,0,0,-0.0025,2.46797672,0,0,0.74025974,1.74025974
254,VERO,MTS,Au,additional,monkey,Animal,epithelial,kidney,Normal,72,0,100.7643312,36.75,-16.93,0,2.54,1.692,1.35,11,196.967,0,0,0,-0.0025,2.46797672,0,0,0.74025974,1.74025974
255,VERO,MTS,Au,additional,monkey,Animal,epithelial,kidney,Normal,72,50,96.43312102,36.75,-16.93,0,2.54,1.692,1.35,11,196.967,0,0,0,-0.0025,2.46797672,0,0,0.74025974,1.74025974
256,VERO,MTS,Au,additional,monkey,Animal,epithelial,kidney,Normal,72,100,96.43312102,36.75,-16.93,0,2.54,1.692,1.35,11,196.967,0,0,0,-0.0025,2.46797672,0,0,0.74025974,1.74025974
257,VERO,MTS,Au,additional,monkey,Animal,epithelial,kidney,Normal,72,200,93.88535032,36.75,-16.93,0,2.54,1.692,1.35,11,196.967,0,0,0,-0.0025,2.46797672,0,0,0.74025974,1.74025974
258,VERO,MTS,Au,additional,monkey,Animal,epithelial,kidney,Normal,72,400,90.82802548,36.75,-16.93,0,2.54,1.692,1.35,11,196.967,0,0,0,-0.0025,2.46797672,0,0,0.74025974,1.74025974
259,WISH,MTT,Au,additional,Human,Human,epithelial,uterus,Adenocarcinoma,48,15.625,113.2947977,36.2,-18.4,0,2.54,1.692,1.35,11,196.967,0,0,0,-0.0025,2.46797672,0,0,0.74025974,1.74025974
260,WISH,MTT,Au,additional,Human,Human,epithelial,uterus,Adenocarcinoma,48,31.25,101.1560694,36.2,-18.4,0,2.54,1.692,1.35,11,196.967,0,0,0,-0.0025,2.46797672,0,0,0.74025974,1.74025974
261,WISH,MTT,Au,additional,Human,Human,epithelial,uterus,Adenocarcinoma,48,62.5,87.28323699,36.2,-18.4,0,2.54,1.692,1.35,11,196.967,0,0,0,-0.0025,2.46797672,0,0,0.74025974,1.74025974
262,WISH,MTT,Au,additional,Human,Human,epithelial,uterus,Adenocarcinoma,48,125,59.53757225,36.2,-18.4,0,2.54,1.692,1.35,11,196.967,0,0,0,-0.0025,2.46797672,0,0,0.74025974,1.74025974
263,WISH,MTT,Au,additional,Human,Human,epithelial,uterus,Adenocarcinoma,48,250,20.23121387,36.2,-18.4,0,2.54,1.692,1.35,11,196.967,0,0,0,-0.0025,2.46797672,0,0,0.74025974,1.74025974
264,WISH,MTT,Au,additional,Human,Human,epithelial,uterus,Adenocarcinoma,48,500,17.34104046,36.2,-18.4,0,2.54,1.692,1.35,11,196.967,0,0,0,-0.0025,2.46797672,0,0,0.74025974,1.74025974
265,WISH,MTT,Au,additional,Human,Human,epithelial,uterus,Adenocarcinoma,48,1000,16.1849711,36.2,-18.4,0,2.54,1.692,1.35,11,196.967,0,0,0,-0.0025,2.46797672,0,0,0.74025974,1.74025974
